quarter_id,class_id,module_name,programme_name,campus_id,professor_id,group_ids,student_count,day,start_time,duration_hours,room_id,capacity,room_campus_id
Q1,C0139,Database Systems: Advanced Methods,BSc Artificial Intelligence,BER03,PROF170,['G013'],51,Friday,11:00,2.0,R027,60,BER03
Q1,C0243,Computer Networks: Advanced Methods,MSc Computer Science,BER03,PROF053,['G023'],51,Tuesday,13:00,3.0,R027,60,BER03
Q1,C0307,Business Foundations: Advanced Methods,BSc Business Administration,BER01,PROF122,['G028'],51,Monday,09:00,2.0,R027,60,BER03
Q1,C0845,Quality Engineering: Applications,MEng Digital Engineering,POT01,PROF077,['G075'],51,Wednesday,11:30,3.0,R045,55,POT01
Q1,C0903,Motion Design: Applications,BA Digital Media,BER04,PROF036,['G081'],51,Thursday,13:30,2.0,R042,70,BER04
Q1,C0903,Motion Design: Applications,BA Digital Media,BER04,PROF036,['G081'],51,Friday,13:30,2.0,R042,70,BER04
Q1,C1052,Creative Coding,MA Digital Media and Innovation,BER04,PROF119,['G093'],51,Monday,14:00,3.0,R042,70,BER04
Q1,C1325,Health Management: Advanced Methods,BSc Health Management,POT01,PROF295,['G117'],51,Tuesday,11:00,2.0,R045,55,POT01
Q1,C0424,Business Law,BSc Marketing and Management,BER04,PROF136,['G039'],50,Thursday,09:00,2.0,R042,70,BER04
Q1,C0284,Advanced Databases,MSc Artificial Intelligence,POT01,PROF147,['G026'],49,Friday,13:30,3.0,R045,55,POT01
Q1,C0593,Data Analysis for Finance: Applications,BSc Banking and Finance,BER01,PROF199,['G053'],49,Wednesday,09:00,2.5,R008,60,BER01
Q1,C0693,Quality Engineering,BEng Software Systems,BER02,PROF214,['G062'],49,Tuesday,09:00,2.0,R021,50,BER02
Q1,C0831,Quality Engineering: Applications,BEng Engineering Management,POT01,PROF081,['G074'],49,Thursday,13:30,2.5,R045,55,POT01
Q1,C0866,Digital Engineering: Applications,MEng Digital Engineering,POT01,PROF244,['G077'],49,Monday,11:00,3.0,R045,55,POT01
Q1,C0890,Manufacturing Systems: Applications,MEng Engineering Management,POT01,PROF300,['G079'],49,Friday,13:30,3.0,R046,55,POT01
Q1,C1006,Digital Storytelling: Advanced Methods,BA Digital Communication,BER04,PROF209,['G089'],49,Tuesday,11:00,2.0,R042,70,BER04
Q1,C1032,Creative Coding,BA Digital Communication,BER04,PROF011,['G092'],49,Wednesday,14:30,2.0,R042,70,BER04
Q1,C1087,Human Behaviour,BSc Psychology,BER01,PROF103,['G096'],49,Thursday,11:30,2.0,R008,60,BER01
Q1,C1231,Regulatory Compliance,LLB Law,BER01,PROF033,['G109'],49,Monday,14:00,2.5,R002,80,BER01
Q1,C1300,Research in Health Sciences,BSc Health Management,POT01,PROF163,['G115'],49,Tuesday,13:00,2.0,R045,55,POT01
Q1,C0172,Cloud Computing: Applications,BSc Cybersecurity,BER03,PROF242,['G016'],48,Wednesday,09:00,2.5,R027,60,BER03
Q1,C0738,Engineering Optimisation: Applications,BEng Software Systems,BER02,PROF126,['G066'],48,Friday,11:00,2.5,R021,50,BER02
Q1,C0846,Quality Engineering: Applications,MEng Digital Engineering,POT01,PROF124,['G076'],48,Thursday,13:30,3.0,R046,55,POT01
Q1,C1121,Developmental Psychology,BA Social Sciences,BER01,PROF129,['G099'],48,Tuesday,15:00,2.0,R019,145,BER02
Q1,C1121,Developmental Psychology,BA Social Sciences,BER01,PROF129,['G099'],48,Monday,09:00,2.0,R046,55,POT01
Q1,C1255,Employment Law,LLM Business and Technology Law,BER01,PROF014,['G111'],48,Wednesday,11:30,3.0,R008,60,BER01
Q1,C1256,Employment Law,LLM Business and Technology Law,BER01,PROF153,['G112'],48,Friday,13:30,3.0,R008,60,BER01
Q1,C0264,Data Structures: Advanced Methods,MSc Artificial Intelligence,POT01,PROF116,['G024'],47,Tuesday,13:00,3.0,R046,55,POT01
Q1,C0264,Data Structures: Advanced Methods,MSc Artificial Intelligence,POT01,PROF116,['G024'],47,Thursday,13:30,3.0,R047,105,POT01
Q1,C0534,Monetary Economics: Applications,BSc Economics,BER01,PROF155,['G048'],47,Monday,09:00,2.0,R045,55,POT01
Q1,C0534,Monetary Economics: Applications,BSc Economics,BER01,PROF155,['G048'],47,Wednesday,14:30,2.0,R008,60,BER01
Q1,C0753,Engineering Optimisation: Applications,BEng Industrial Engineering,BER02,PROF296,['G067'],47,Friday,09:00,2.0,R021,50,BER02
Q1,C0924,Digital Publishing: Applications,BA Digital Media,BER04,PROF016,['G082'],47,Monday,11:00,2.0,R042,70,BER04
Q1,C1277,Health Economics,BSc Health Management,POT01,PROF115,['G113'],47,Tuesday,09:00,2.0,R045,55,POT01
Q1,C0195,Digital Forensics: Applications,BSc Cybersecurity,BER03,PROF202,['G019'],46,Thursday,09:00,2.0,R027,60,BER03
Q1,C0320,Project Management,BSc Business Administration,BER01,PROF268,['G029'],46,Wednesday,09:00,2.0,R002,80,BER01
Q1,C0320,Project Management,BSc Business Administration,BER01,PROF268,['G029'],46,Friday,09:00,2.0,R008,60,BER01
Q1,C1244,Regulatory Compliance,LLM Business and Technology Law,BER01,PROF114,['G110'],45,Monday,14:00,3.0,R008,60,BER01
Q1,C0218,Data Mining: Applications,MSc Computer Science,BER03,PROF048,['G020'],44,Tuesday,13:00,3.0,R034,45,BER03
Q1,C1189,Cognitive Psychology,MA Applied Psychology,BER01,PROF184,['G106'],44,Thursday,13:30,3.0,R001,45,BER01
Q1,C1209,Contract Law: Applications,LLB Law,BER01,PROF169,['G107'],44,Wednesday,14:30,2.0,R001,45,BER01
Q1,C0546,International Finance,BSc Banking and Finance,BER01,PROF259,['G049'],43,Friday,11:00,2.0,R001,45,BER01
Q1,C0546,International Finance,BSc Banking and Finance,BER01,PROF259,['G049'],43,Monday,09:00,2.0,R001,45,BER01
Q1,C0629,Derivatives: Applications,MSc Economics,BER01,PROF027,['G056'],43,Wednesday,11:30,3.0,R001,45,BER01
Q1,C0628,Statistics for Economics: Applications,MSc Economics,BER01,PROF067,['G057'],42,Tuesday,13:00,3.0,R001,45,BER01
Q1,C0788,Systems Engineering,BEng Industrial Engineering,BER02,PROF279,['G070'],42,Thursday,11:30,2.0,R021,50,BER02
Q1,C0788,Systems Engineering,BEng Industrial Engineering,BER02,PROF279,['G070'],42,Friday,09:00,2.0,R022,55,BER02
Q1,C0807,Automation,BEng Engineering Management,POT01,PROF185,['G072'],42,Monday,11:00,2.0,R046,55,POT01
Q1,C1135,Sociology,BA Social Sciences,BER01,PROF057,['G101'],42,Thursday,09:00,2.0,R001,45,BER01
Q1,C1135,Sociology,BA Social Sciences,BER01,PROF057,['G101'],42,Friday,11:00,2.0,R008,60,BER01
Q1,C1188,Cognitive Psychology,MA Applied Psychology,BER01,PROF043,['G105'],42,Wednesday,11:30,3.0,R009,135,BER01
Q1,C1301,Research in Health Sciences,BSc Health Management,POT01,PROF001,['G116'],42,Tuesday,11:00,2.0,R046,55,POT01
Q1,C0092,Programming Fundamentals: Advanced Methods,BSc Data Science,BER03,PROF298,['G009'],41,Monday,14:00,2.0,R034,45,BER03
Q1,C0217,Web Application Development: Applications,MSc Computer Science,BER03,PROF128,['G021'],41,Thursday,13:30,3.0,R034,45,BER03
Q1,C0819,Engineering Economics: Applications,BEng Engineering Management,POT01,PROF102,['G073'],41,Friday,09:00,2.0,R045,55,POT01
Q1,C0819,Engineering Economics: Applications,BEng Engineering Management,POT01,PROF102,['G073'],41,Tuesday,09:00,2.0,R046,55,POT01
Q1,C1282,Biomedical Foundations: Applications,BSc Health Management,POT01,PROF255,['G114'],41,Monday,11:00,2.5,R021,50,BER02
Q1,C1356,Healthcare Operations: Applications,MSc Health Informatics,POT01,PROF025,['G120'],41,Wednesday,11:30,3.0,R046,55,POT01
Q1,C0036,Advanced Algorithms,BSc Computer Science,BER03,PROF230,['G004'],40,Friday,11:00,2.0,R033,40,BER03
Q1,C0332,Human Resource Management: Applications,BSc International Business,BER01,PROF160,['G031'],40,Tuesday,13:00,2.5,R007,40,BER01
Q1,C0263,Artificial Intelligence: Applications,MSc Artificial Intelligence,POT01,PROF249,['G025'],39,Thursday,13:30,3.0,R049,40,POT01
Q1,C0375,Business Foundations,BSc International Business,BER01,PROF150,['G035'],39,Monday,09:00,2.0,R018,40,BER02
Q1,C0905,Digital Media Foundations,BA Digital Media,BER04,PROF250,['G080'],38,Friday,13:30,2.0,R038,40,BER04
Q1,C0296,International Business: Advanced Methods,BSc Business Administration,BER01,PROF182,['G027'],37,Wednesday,09:00,2.0,R007,40,BER01
Q1,C0549,Financial Markets: Applications,BSc Banking and Finance,BER01,PROF248,['G050'],37,Tuesday,13:00,2.5,R002,80,BER01
Q1,C0002,Database Systems: Applications,BSc Computer Science,BER03,PROF085,['G001'],36,Monday,14:00,2.0,R033,40,BER03
Q1,C0454,Marketing Principles: Advanced Methods,MSc Management,BER01,PROF019,['G041'],36,Thursday,13:30,3.0,R007,40,BER01
Q1,C0750,Sustainable Engineering,BEng Industrial Engineering,BER02,PROF245,['G068'],36,Friday,09:00,2.0,R018,40,BER02
Q1,C0333,Operations Management: Advanced Methods,BSc International Business,BER01,PROF005,['G030'],35,Wednesday,14:30,2.0,R006,35,BER01
Q1,C0333,Operations Management: Advanced Methods,BSc International Business,BER01,PROF005,['G030'],35,Monday,09:00,2.0,R007,40,BER01
Q1,C0696,Industrial Systems: Applications,BEng Software Systems,BER02,PROF030,['G063'],35,Tuesday,11:00,2.0,R018,40,BER02
Q1,C1132,Introduction to Psychology,BA Social Sciences,BER01,PROF297,['G100'],35,Friday,11:00,2.5,R006,35,BER01
Q1,C1219,Intellectual Property,LLB Law,BER01,PROF280,['G108'],35,Wednesday,09:00,2.0,R006,35,BER01
Q1,C0421,Operations Management,BSc Marketing and Management,BER04,PROF289,['G038'],34,Thursday,11:30,2.0,R039,35,BER04
Q1,C0442,Strategic Management,BSc Marketing and Management,BER04,PROF123,['G040'],34,Monday,11:00,2.0,R041,35,BER04
Q1,C0772,Software Systems: Applications,BEng Industrial Engineering,BER02,PROF145,['G069'],34,Tuesday,09:00,2.0,R018,40,BER02
Q1,C0772,Software Systems: Applications,BEng Industrial Engineering,BER02,PROF145,['G069'],34,Wednesday,14:30,2.0,R018,40,BER02
Q1,C0785,Embedded Systems: Applications,BEng Industrial Engineering,BER02,PROF092,['G071'],34,Friday,13:30,2.0,R018,40,BER02
Q1,C1076,Applied Statistics,BSc Psychology,BER01,PROF042,['G095'],34,Thursday,09:00,2.0,R006,35,BER01
Q1,C0960,Information Design: Applications,BA UX and Interaction Design,BER04,PROF206,['G085'],33,Monday,14:00,2.0,R039,35,BER04
Q1,C1031,Creative Coding,BA Digital Communication,BER04,PROF231,['G091'],33,Tuesday,11:00,2.0,R039,35,BER04
Q1,C1154,Psychological Assessment,BA Social Sciences,BER01,PROF229,['G102'],33,Wednesday,09:00,2.5,R001,45,BER01
Q1,C1177,Psychological Assessment,MA Applied Psychology,BER01,PROF018,['G104'],33,Friday,13:30,3.0,R006,35,BER01
Q1,C1019,Design Thinking,BA Digital Communication,BER04,PROF012,['G090'],32,Thursday,09:00,2.5,R039,35,BER04
Q1,C0196,Software Architecture: Advanced Methods,BSc Cybersecurity,BER03,PROF228,['G018'],31,Monday,09:00,2.0,R006,35,BER01
Q1,C0240,Secure Software Engineering: Applications,MSc Computer Science,BER03,PROF130,['G022'],31,Tuesday,13:00,3.0,R033,40,BER03
Q1,C0974,Web Design,BA UX and Interaction Design,BER04,PROF026,['G086'],30,Wednesday,14:30,2.0,R037,30,BER04
Q1,C0904,Portfolio Development: Applications,BA Digital Media,BER04,PROF206,"['G081', 'G080']",89,Thursday,11:30,2.0,R044,125,BER04
Q1,C0266,Algorithms,MSc Artificial Intelligence,POT01,PROF052,"['G025', 'G024']",86,Friday,13:30,3.0,R047,105,POT01
Q1,C1337,Innovation in Healthcare,MSc Health Informatics,POT01,PROF133,"['G118', 'G119']",72,Monday,11:00,3.0,R047,105,POT01
Q1,C0138,Computer Vision: Applications,BSc Artificial Intelligence,BER03,PROF047,['G013'],51,Tuesday,13:00,2.5,R025,70,BER03
Q1,C0245,Software Architecture,MSc Computer Science,BER03,PROF022,['G023'],51,Wednesday,11:30,3.0,R027,60,BER03
Q1,C0309,Innovation Management,BSc Business Administration,BER01,PROF150,['G028'],51,Thursday,11:30,2.0,R002,80,BER01
Q1,C0309,Innovation Management,BSc Business Administration,BER01,PROF150,['G028'],51,Friday,09:00,2.0,R002,80,BER01
Q1,C0843,Systems Engineering: Applications,MEng Digital Engineering,POT01,PROF279,['G075'],51,Monday,14:00,3.0,R047,105,POT01
Q1,C1051,Motion Design: Advanced Methods,MA Digital Media and Innovation,BER04,PROF213,['G093'],51,Tuesday,13:00,3.0,R042,70,BER04
Q1,C1155,Psychological Assessment,BA Social Sciences,BER01,PROF042,['G103'],51,Thursday,11:00,2.5,R014,220,BER01
Q1,C1324,Molecular Biology: Applications,BSc Health Management,POT01,PROF115,['G117'],51,Wednesday,09:00,2.0,R045,55,POT01
Q1,C0488,Risk Management: Advanced Methods,BSc Economics,BER01,PROF086,['G045'],50,Friday,11:00,2.0,R002,80,BER01
Q1,C1098,Developmental Psychology,BSc Psychology,BER01,PROF297,['G097'],50,Monday,09:00,2.0,R021,50,BER02
Q1,C0014,Statistical Computing,BSc Computer Science,BER03,PROF130,['G003'],49,Wednesday,14:30,2.0,R025,70,BER03
Q1,C0014,Statistical Computing,BSc Computer Science,BER03,PROF130,['G003'],49,Thursday,09:00,2.0,R025,70,BER03
Q1,C0173,Cloud Computing: Applications,BSc Cybersecurity,BER03,PROF230,['G017'],49,Tuesday,09:00,2.5,R027,60,BER03
Q1,C0283,Big Data Engineering: Applications,MSc Artificial Intelligence,POT01,PROF249,['G026'],49,Friday,09:00,3.0,R046,55,POT01
Q1,C0374,Business Foundations,BSc International Business,BER01,PROF268,['G034'],49,Monday,11:00,2.0,R002,80,BER01
Q1,C0592,Banking Fundamentals: Applications,BSc Banking and Finance,BER01,PROF155,['G053'],49,Wednesday,11:30,2.5,R014,220,BER01
Q1,C0592,Banking Fundamentals: Applications,BSc Banking and Finance,BER01,PROF155,['G053'],49,Thursday,09:00,2.5,R008,60,BER01
Q1,C0695,Industrial Systems: Applications,BEng Software Systems,BER02,PROF072,['G062'],49,Tuesday,11:00,2.0,R021,50,BER02
Q1,C0717,Systems Engineering: Advanced Methods,BEng Software Systems,BER02,PROF092,['G064'],49,Friday,09:00,2.0,R017,90,BER02
Q1,C0832,Industrial Systems: Advanced Methods,BEng Engineering Management,POT01,PROF089,['G074'],49,Monday,14:00,2.5,R045,55,POT01
Q1,C0868,Engineering Design,MEng Digital Engineering,POT01,PROF285,['G077'],49,Wednesday,11:30,3.0,R021,50,BER02
Q1,C0891,Software Systems: Advanced Methods,MEng Engineering Management,POT01,PROF102,['G079'],49,Thursday,13:30,3.0,R021,50,BER02
Q1,C1005,Media Psychology: Applications,BA Digital Communication,BER04,PROF113,['G089'],49,Tuesday,09:00,2.0,R042,70,BER04
Q1,C1030,Motion Design: Advanced Methods,BA Digital Communication,BER04,PROF251,['G092'],49,Friday,11:00,2.5,R042,70,BER04
Q1,C1086,Psychological Assessment: Advanced Methods,BSc Psychology,BER01,PROF158,['G096'],49,Monday,09:00,2.0,R008,60,BER01
Q1,C1232,Corporate Governance: Applications,LLB Law,BER01,PROF265,['G109'],49,Tuesday,09:00,2.0,R008,60,BER01
Q1,C1302,Life Sciences: Applications,BSc Health Management,POT01,PROF082,['G115'],49,Wednesday,09:00,2.0,R046,55,POT01
Q1,C0737,Operations Research: Applications,BEng Software Systems,BER02,PROF244,['G066'],48,Thursday,09:00,2.5,R021,50,BER02
Q1,C0848,Industrial Systems: Advanced Methods,MEng Digital Engineering,POT01,PROF030,['G076'],48,Friday,13:30,3.0,R021,50,BER02
Q1,C1122,Psychology of Learning,BA Social Sciences,BER01,PROF057,['G099'],48,Monday,11:00,2.0,R025,70,BER03
Q1,C1259,Legal Research: Applications,LLM Business and Technology Law,BER01,PROF280,['G111'],48,Tuesday,13:00,3.0,R009,135,BER01
Q1,C1260,Legal Research: Applications,LLM Business and Technology Law,BER01,PROF014,['G112'],48,Thursday,13:30,3.0,R008,60,BER01
Q1,C0532,International Finance,BSc Economics,BER01,PROF068,['G048'],47,Wednesday,09:00,2.0,R014,220,BER01
Q1,C0570,Applied Econometrics,BSc Banking and Finance,BER01,PROF264,['G052'],47,Monday,14:00,2.5,R025,70,BER03
Q1,C0749,Sustainable Engineering,BEng Industrial Engineering,BER02,PROF214,['G067'],47,Friday,11:00,2.0,R022,55,BER02
Q1,C0926,Media Production,BA Digital Media,BER04,PROF250,['G082'],47,Wednesday,14:30,2.5,R044,125,BER04
Q1,C1279,Genetics,BSc Health Management,POT01,PROF276,['G113'],47,Tuesday,11:00,2.0,R047,105,POT01
Q1,C0197,Software Architecture: Advanced Methods,BSc Cybersecurity,BER03,PROF106,['G019'],46,Monday,09:00,2.0,R025,70,BER03
Q1,C0321,Sustainable Business,BSc Business Administration,BER01,PROF272,['G029'],46,Thursday,11:30,2.0,R009,135,BER01
Q1,C0468,Business Analytics,MSc Management,BER01,PROF123,['G042'],46,Friday,13:30,3.0,R002,80,BER01
Q1,C0511,Statistics for Economics,BSc Economics,BER01,PROF259,['G047'],46,Tuesday,13:00,2.5,R014,220,BER01
Q1,C0569,Applied Econometrics,BSc Banking and Finance,BER01,PROF237,['G051'],46,Wednesday,14:30,2.5,R002,80,BER01
Q1,C0715,Engineering Mathematics: Applications,BEng Software Systems,BER02,PROF145,['G065'],46,Monday,11:00,2.0,R017,90,BER02
Q1,C0606,FinTech Foundations,MSc Economics,BER01,PROF241,['G055'],45,Thursday,13:30,3.0,R002,80,BER01
Q1,C0939,UX Research,BA Digital Media,BER04,PROF036,['G084'],45,Friday,11:00,2.5,R044,125,BER04
Q1,C1243,Business Law,LLM Business and Technology Law,BER01,PROF033,['G110'],45,Tuesday,13:00,3.0,R021,50,BER02
Q1,C0013,Statistical Computing,BSc Computer Science,BER03,PROF170,['G002'],44,Wednesday,09:00,2.0,R034,45,BER03
Q1,C0013,Statistical Computing,BSc Computer Science,BER03,PROF170,['G002'],44,Monday,14:00,2.0,R036,75,BER03
Q1,C0216,Web Application Development: Applications,MSc Computer Science,BER03,PROF085,['G020'],44,Thursday,13:30,3.0,R027,60,BER03
Q1,C0879,Sustainable Engineering: Applications,MEng Engineering Management,POT01,PROF296,['G078'],44,Wednesday,11:30,3.0,R034,45,BER03
Q1,C1191,Quantitative Research,MA Applied Psychology,BER01,PROF200,['G106'],44,Friday,13:30,3.0,R001,45,BER01
Q1,C1207,Employment Law: Advanced Methods,LLB Law,BER01,PROF038,['G107'],44,Monday,09:00,2.0,R034,45,BER03
Q1,C0049,Digital Forensics,BSc Data Science,BER03,PROF112,['G006'],43,Tuesday,13:00,2.5,R036,75,BER03
Q1,C0073,Operating Systems: Advanced Methods,BSc Data Science,BER03,PROF298,['G008'],43,Monday,11:00,2.0,R027,60,BER03
Q1,C0544,Macroeconomics,BSc Banking and Finance,BER01,PROF254,['G049'],43,Thursday,11:30,2.0,R001,45,BER01
Q1,C0625,Monetary Economics,MSc Economics,BER01,PROF040,['G056'],43,Friday,13:30,3.0,R009,135,BER01
Q1,C0936,Interaction Design: Advanced Methods,BA Digital Media,BER04,PROF026,['G083'],43,Wednesday,09:00,2.0,R042,70,BER04
Q1,C0652,International Finance: Applications,MSc Financial Analytics,BER04,PROF271,['G058'],42,Tuesday,09:00,3.0,R044,125,BER04
Q1,C0784,Embedded Systems: Applications,BEng Industrial Engineering,BER02,PROF185,['G070'],42,Monday,14:00,2.0,R021,50,BER02
Q1,C0808,Embedded Systems: Applications,BEng Engineering Management,POT01,PROF126,['G072'],42,Thursday,09:00,2.0,R045,55,POT01
Q1,C1062,Visual Communication: Advanced Methods,MA Digital Media and Innovation,BER04,PROF012,['G094'],42,Wednesday,11:30,3.0,R042,70,BER04
Q1,C1137,Social Psychology: Applications,BA Social Sciences,BER01,PROF043,['G101'],42,Friday,09:00,2.0,R001,45,BER01
Q1,C1192,Organisational Psychology: Applications,MA Applied Psychology,BER01,PROF229,['G105'],42,Monday,11:00,3.0,R001,45,BER01
Q1,C1303,Life Sciences: Applications,BSc Health Management,POT01,PROF029,['G116'],42,Tuesday,09:00,2.0,R047,105,POT01
Q1,C0093,Data Structures,BSc Data Science,BER03,PROF053,['G009'],41,Thursday,11:30,2.0,R034,45,BER03
Q1,C0671,Data Analysis for Finance,MSc Financial Analytics,BER04,PROF044,['G060'],41,Wednesday,11:30,3.0,R044,125,BER04
Q1,C0820,Technical Management: Applications,BEng Engineering Management,POT01,PROF225,['G073'],41,Friday,11:00,2.5,R045,55,POT01
Q1,C1280,Genetics,BSc Health Management,POT01,PROF110,['G114'],41,Tuesday,11:00,2.0,R001,45,BER01
Q1,C1355,Healthcare Quality,MSc Health Informatics,POT01,PROF295,['G120'],41,Thursday,13:30,3.0,R022,55,BER02
Q1,C0038,Advanced Databases,BSc Computer Science,BER03,PROF292,['G004'],40,Monday,09:00,2.0,R035,40,BER03
Q1,C0334,Operations Management: Advanced Methods,BSc International Business,BER01,PROF219,['G031'],40,Tuesday,09:00,2.0,R007,40,BER01
Q1,C0334,Operations Management: Advanced Methods,BSc International Business,BER01,PROF219,['G031'],40,Friday,09:00,2.0,R007,40,BER01
Q1,C0397,Sustainable Business: Applications,BSc Marketing and Management,BER04,PROF257,['G037'],40,Wednesday,14:30,2.0,R038,40,BER04
Q1,C0987,Content Strategy,BA UX and Interaction Design,BER04,PROF231,['G088'],40,Monday,14:00,2.0,R038,40,BER04
Q1,C0357,International Business,BSc International Business,BER01,PROF236,['G033'],39,Thursday,09:00,2.0,R007,40,BER01
Q1,C0379,Marketing Principles: Applications,BSc International Business,BER01,PROF024,['G035'],39,Tuesday,13:00,2.5,R018,40,BER02
Q1,C0487,Risk Management: Advanced Methods,BSc Economics,BER01,PROF173,['G044'],39,Friday,09:00,2.0,R014,220,BER01
Q1,C0510,Statistics for Economics,BSc Economics,BER01,PROF199,['G046'],39,Wednesday,14:30,2.5,R007,40,BER01
Q1,C0116,Computer Networks: Applications,BSc Artificial Intelligence,BER03,PROF258,['G012'],37,Monday,09:00,2.0,R033,40,BER03
Q1,C0297,Entrepreneurship,BSc Business Administration,BER01,PROF203,['G027'],37,Thursday,09:00,2.5,R002,80,BER01
Q1,C0547,International Finance,BSc Banking and Finance,BER01,PROF193,['G050'],37,Friday,09:00,2.0,R033,40,BER03
Q1,C0547,International Finance,BSc Banking and Finance,BER01,PROF193,['G050'],37,Tuesday,11:00,2.0,R007,40,BER01
Q1,C0003,Secure Software Engineering: Applications,BSc Computer Science,BER03,PROF215,['G001'],36,Monday,11:00,2.0,R035,40,BER03
Q1,C0072,Operating Systems: Advanced Methods,BSc Data Science,BER03,PROF041,['G007'],36,Wednesday,09:00,2.0,R033,40,BER03
Q1,C0456,Consumer Behaviour,MSc Management,BER01,PROF262,['G041'],36,Thursday,09:00,3.0,R018,40,BER02
Q1,C0752,Operations Research: Applications,BEng Industrial Engineering,BER02,PROF090,['G068'],36,Friday,11:00,2.5,R018,40,BER02
Q1,C0048,Digital Forensics,BSc Data Science,BER03,PROF247,['G005'],35,Tuesday,13:00,2.5,R035,40,BER03
Q1,C0331,Human Resource Management: Applications,BSc International Business,BER01,PROF122,['G030'],35,Monday,14:00,2.5,R007,40,BER01
Q1,C0467,Leadership: Advanced Methods,MSc Management,BER01,PROF182,['G043'],35,Wednesday,11:30,3.0,R006,35,BER01
Q1,C0694,Quality Engineering,BEng Software Systems,BER02,PROF245,['G063'],35,Thursday,11:30,2.0,R022,55,BER02
Q1,C1136,Social Psychology: Applications,BA Social Sciences,BER01,PROF018,['G100'],35,Friday,09:00,2.0,R006,35,BER01
Q1,C1220,Ethics and Governance,LLB Law,BER01,PROF009,['G108'],35,Tuesday,09:00,2.0,R006,35,BER01
Q1,C0105,Programming Fundamentals: Advanced Methods,BSc Artificial Intelligence,BER03,PROF161,['G010'],34,Monday,09:00,2.0,R041,35,BER04
Q1,C0115,Computer Networks: Applications,BSc Artificial Intelligence,BER03,PROF048,['G011'],34,Wednesday,14:30,2.0,R033,40,BER03
Q1,C0419,Business Communication: Advanced Methods,BSc Marketing and Management,BER04,PROF120,['G038'],34,Thursday,09:00,2.0,R041,35,BER04
Q1,C0444,Entrepreneurship: Applications,BSc Marketing and Management,BER04,PROF054,['G040'],34,Friday,13:30,2.5,R039,35,BER04
Q1,C0603,Investment Analysis,MSc Economics,BER01,PROF083,['G054'],34,Tuesday,13:00,3.0,R006,35,BER01
